52866, predicted: Sports, actual: Games
48187, predicted: Reference, actual: News
48208, predicted: Arts, actual: News
48223, predicted: Business, actual: News
48234, predicted: Recreation, actual: News
48252, predicted: Business, actual: News
48282, predicted: Science, actual: News
48323, predicted: Health, actual: News
48330, predicted: Business, actual: News
48445, predicted: Arts, actual: News
48473, predicted: Business, actual: News
48519, predicted: Society, actual: News
48522, predicted: Reference, actual: Recreation
48536, predicted: Home, actual: Recreation
48566, predicted: Arts, actual: Recreation
48585, predicted: Kids, actual: Recreation
48597, predicted: News, actual: Recreation
48772, predicted: Reference, actual: Recreation
49043, predicted: Regional, actual: Recreation
49075, predicted: Kids, actual: Recreation
49091, predicted: Adult, actual: Recreation
49213, predicted: Business, actual: Recreation
49229, predicted: Shopping, actual: Recreation
49230, predicted: Arts, actual: Recreation
49260, predicted: Adult, actual: Recreation
49271, predicted: Regional, actual: Recreation
49362, predicted: Recreation, actual: Shopping
49444, predicted: Science, actual: Recreation
49490, predicted: Arts, actual: Recreation
49545, predicted: News, actual: Recreation
51699, predicted: Science, actual: Recreation
51829, predicted: Arts, actual: Recreation
52069, predicted: Reference, actual: Recreation
52169, predicted: Shopping, actual: Recreation
52337, predicted: Games, actual: Recreation
52374, predicted: Games, actual: Recreation
52405, predicted: Shopping, actual: Recreation
52564, predicted: Society, actual: Recreation
37132, predicted: Regional, actual: Recreation
37301, predicted: Arts, actual: Recreation
37517, predicted: Games, actual: Recreation
38254, predicted: Society, actual: Recreation
38304, predicted: Business, actual: Recreation
38330, predicted: Health, actual: Recreation
38405, predicted: Science, actual: Recreation
38436, predicted: Adult, actual: Recreation
38447, predicted: Computers, actual: Recreation
38674, predicted: Arts, actual: Recreation
40429, predicted: Business, actual: Recreation
40765, predicted: Business, actual: Recreation
41250, predicted: Shopping, actual: Recreation
41642, predicted: Sports, actual: Recreation
41643, predicted: Home, actual: Recreation
42553, predicted: News, actual: Reference
42583, predicted: Business, actual: Reference
42760, predicted: Recreation, actual: Reference
42811, predicted: Science, actual: Reference
42869, predicted: Arts, actual: Reference
42914, predicted: Computers, actual: Reference
43400, predicted: Kids, actual: Reference
43412, predicted: Recreation, actual: Reference
43692, predicted: Recreation, actual: Reference
43729, predicted: Science, actual: Reference
43780, predicted: Arts, actual: Reference
43901, predicted: Computers, actual: Reference
43909, predicted: Home, actual: Reference
44037, predicted: Business, actual: Reference
44106, predicted: Shopping, actual: Reference
44144, predicted: Computers, actual: Reference
44145, predicted: Science, actual: Reference
44146, predicted: Arts, actual: Reference
44161, predicted: Kids, actual: Reference
44171, predicted: Science, actual: Reference
44173, predicted: Reference, actual: Science
44175, predicted: Reference, actual: Society
44184, predicted: Arts, actual: Reference
44190, predicted: Recreation, actual: Reference
44250, predicted: Adult, actual: Reference
44273, predicted: Arts, actual: Reference
44302, predicted: Science, actual: Reference
44316, predicted: Recreation, actual: Reference
44318, predicted: Kids, actual: Regional
44376, predicted: Regional, actual: Science
44399, predicted: Business, actual: Regional
44401, predicted: Games, actual: Regional
44413, predicted: Society, actual: Science
44434, predicted: Kids, actual: Science
44455, predicted: Recreation, actual: Science
44463, predicted: Reference, actual: Society
44506, predicted: Reference, actual: Science
44539, predicted: Games, actual: Shopping
44558, predicted: Kids, actual: Shopping
44561, predicted: Computers, actual: Shopping
44632, predicted: Adult, actual: Shopping
44681, predicted: Recreation, actual: Shopping
44789, predicted: Regional, actual: Society
44807, predicted: Sports, actual: Society
44835, predicted: Sports, actual: Society
44838, predicted: Computers, actual: Society
44875, predicted: Sports, actual: Society
44990, predicted: Recreation, actual: Society
45250, predicted: News, actual: Sports
45351, predicted: Business, actual: Sports
45362, predicted: Shopping, actual: Sports
45497, predicted: Computers, actual: Sports
45559, predicted: Kids, actual: Sports
45704, predicted: Computers, actual: Sports
45836, predicted: Adult, actual: Computers
45892, predicted: Games, actual: Kids
45896, predicted: Computers, actual: Society
45902, predicted: Games, actual: Science
46071, predicted: Sports, actual: Adult
46073, predicted: Adult, actual: Health
46077, predicted: Sports, actual: Adult
46100, predicted: Recreation, actual: Adult
46101, predicted: Recreation, actual: Adult
46191, predicted: Health, actual: Arts
46217, predicted: Science, actual: Arts
46313, predicted: Society, actual: Arts
46327, predicted: Recreation, actual: Arts
46352, predicted: News, actual: Arts
46361, predicted: Society, actual: Arts
46376, predicted: Sports, actual: Arts
46407, predicted: Reference, actual: Arts
46419, predicted: Computers, actual: Kids
46423, predicted: Society, actual: Arts
46439, predicted: Reference, actual: Arts
46451, predicted: Sports, actual: Arts
46463, predicted: Kids, actual: Arts
46500, predicted: Health, actual: Arts
46507, predicted: Arts, actual: Kids
46529, predicted: Arts, actual: Kids
46544, predicted: Computers, actual: Arts
46549, predicted: Business, actual: Arts
46566, predicted: Games, actual: Business
46590, predicted: Sports, actual: Business
46620, predicted: Health, actual: Business
46640, predicted: Recreation, actual: Business
46684, predicted: Computers, actual: Business
46691, predicted: Computers, actual: Business
46715, predicted: Kids, actual: Business
46745, predicted: Shopping, actual: Business
46764, predicted: Recreation, actual: Business
46778, predicted: Society, actual: Business
46781, predicted: Reference, actual: Business
46796, predicted: Games, actual: Business
46839, predicted: Games, actual: Computers
46847, predicted: Reference, actual: Computers
46877, predicted: Kids, actual: Computers
46894, predicted: Health, actual: Computers
46962, predicted: Games, actual: Computers
46964, predicted: Business, actual: Computers
46988, predicted: Health, actual: Computers
47042, predicted: Computers, actual: Games
47047, predicted: Business, actual: Games
47055, predicted: Science, actual: Health
47092, predicted: Kids, actual: Health
47093, predicted: Computers, actual: News
47100, predicted: Reference, actual: News
47129, predicted: Recreation, actual: Reference
47160, predicted: Computers, actual: Reference
47213, predicted: Shopping, actual: Science
47223, predicted: Kids, actual: Science
47248, predicted: Health, actual: Science
47263, predicted: Recreation, actual: Adult
47318, predicted: News, actual: Arts
47361, predicted: Business, actual: Games
47375, predicted: Society, actual: Adult
47523, predicted: Games, actual: Arts
47530, predicted: Science, actual: Arts
47559, predicted: Kids, actual: Arts
47618, predicted: Society, actual: Arts
47619, predicted: Kids, actual: Arts
47664, predicted: Shopping, actual: Arts
47678, predicted: Arts, actual: Regional
47722, predicted: Home, actual: Arts
47731, predicted: Arts, actual: Regional
47749, predicted: News, actual: Business
47762, predicted: Business, actual: Regional
47780, predicted: Kids, actual: Regional
47784, predicted: News, actual: Business
47786, predicted: Shopping, actual: Business
47802, predicted: Arts, actual: Business
47810, predicted: Business, actual: News
47825, predicted: Shopping, actual: Business
47861, predicted: Shopping, actual: Business
47885, predicted: Business, actual: Regional
47890, predicted: Reference, actual: Computers
47891, predicted: News, actual: Computers
47906, predicted: Business, actual: Computers
47912, predicted: Business, actual: Computers
47914, predicted: Kids, actual: Regional
47963, predicted: Kids, actual: Games
47984, predicted: Kids, actual: Games
48111, predicted: Business, actual: Health
48246, predicted: Kids, actual: Health
47365, predicted: Recreation, actual: Home
49559, predicted: Society, actual: Home
49568, predicted: Society, actual: Science
49619, predicted: Business, actual: Sports
49697, predicted: Computers, actual: Kids
49701, predicted: Society, actual: Kids
49714, predicted: Business, actual: Kids
49740, predicted: Computers, actual: Kids
52669, predicted: Science, actual: Sports
52707, predicted: Kids, actual: Science
52720, predicted: Computers, actual: Kids
52733, predicted: News, actual: Arts
52780, predicted: News, actual: Science
52830, predicted: Computers, actual: Kids
52837, predicted: Shopping, actual: Arts
52858, predicted: Kids, actual: Science
45211, predicted: News, actual: Regional
45627, predicted: News, actual: Regional
45949, predicted: News, actual: Regional
46221, predicted: Science, actual: News
46320, predicted: Arts, actual: News
46510, predicted: Business, actual: Recreation
48187, predicted: Society, actual: Recreation
48208, predicted: Society, actual: Recreation
48234, predicted: Society, actual: Business
48366, predicted: Reference, actual: Regional
48432, predicted: Reference, actual: Shopping
48522, predicted: Arts, actual: Reference
48532, predicted: Society, actual: Reference
48557, predicted: Health, actual: Reference
48566, predicted: Kids, actual: Society
48589, predicted: Reference, actual: Regional
48591, predicted: News, actual: Regional
48664, predicted: Kids, actual: Science
48724, predicted: Science, actual: Regional
48731, predicted: Science, actual: Society
48753, predicted: Computers, actual: Science
48772, predicted: Shopping, actual: Regional
48872, predicted: Shopping, actual: Regional
48915, predicted: Games, actual: Shopping
49024, predicted: Recreation, actual: Society
49037, predicted: Business, actual: Society
49101, predicted: News, actual: Society
49253, predicted: Kids, actual: Sports
49545, predicted: Reference, actual: Computers
51590, predicted: Science, actual: Recreation
37290, predicted: Kids, actual: Arts
